epoch,lr,steps,timestep,train_loss,train_avg_metric,val_loss,val_avg_metric,t
41,0.0005,100,5,0.9148626608867421,0.9148626601665786,0.923919366613189,0.9239193675246962,72895.7712290287
42,0.0005,100,5,0.9134740665763936,0.9134740650604939,0.9211181010654632,0.9211180997180178,74668.04517865181
43,0.0005,100,5,0.9130128415208087,0.9130128388201956,0.9684567828365462,0.9684567839462073,76444.44511842728
44,0.0005,100,5,0.912712319258396,0.9127123181448098,0.9387578882395904,0.938757889805005,78216.74270105362
45,0.0005,100,5,0.9103745016711708,0.9103745000463574,0.9057150474016337,0.9057150477979411,79995.13573265076
46,0.0005,100,5,0.9124473966013524,0.9124473951988118,0.9229085481071726,0.9229085453924664,81768.47395730019
47,0.0005,100,5,0.9100378729171855,0.9100378713812812,0.9189807952361855,0.9189807943841244,83542.64213013649
48,0.0005,100,5,0.9087716842643685,0.9087716832552505,0.9182454820801603,0.9182454791078543,85318.80236196518
49,0.0005,100,5,0.9076876058454374,0.9076876042028422,0.9137790468224185,0.9137790453362655,87100.62094020844
50,0.0005,100,5,0.9047015735274959,0.9047015733185595,0.9035712736559675,0.9035712700495695,88880.84838724136
51,0.0005,100,5,0.9030964286011024,0.9030964272030071,0.9057112554722326,0.9057112521630653,90655.60983872414
52,0.0005,100,5,0.9029236861586856,0.9029236842315813,0.9020931188690853,0.9020931168082864,92429.55862522125
53,0.0005,100,5,0.8981122238926038,0.8981122228301404,0.9051517789113395,0.9051517766920176,94203.32225322723
54,0.0005,100,5,0.9032029901033263,0.9032029894387309,0.9052876977923703,0.9052876961675096,95976.33488154411
55,0.0005,100,5,0.8979838675994932,0.8979838658302026,0.9064474037075614,0.906447401091932,97750.7981929779
56,0.0005,100,5,0.8964274487389265,0.8964274475764403,0.9135914759591539,0.9135914738389089,99524.43081355095
57,0.0005,100,5,0.8987998032991315,0.8987998017343317,0.906682513971278,0.9066825119897406,101295.44626998901
58,0.0005,100,5,0.9062366320669366,0.9062366310066959,0.9113321095269095,0.911332108337987,103069.94934916496
59,0.0005,100,5,0.8965658014795803,0.8965658003859986,0.9092135948743275,0.9092135951913735,104843.19124531746
60,0.0005,100,5,0.8974977080912501,0.897497705788505,0.9009472243685989,0.9009472207820162,106618.16913533211
61,0.0005,100,5,0.8947153091163936,0.8947153091675164,0.8980502482265869,0.8980502477312025,108390.14942717552
62,0.0005,100,5,0.8932481481135781,0.8932481464709828,0.9087458559648788,0.9087458524575576,110172.09704256058
63,0.0005,100,5,0.8920287832413268,0.8920287815653908,0.9029824392909699,0.9029824374481401,111944.8646478653
64,0.0005,100,5,0.8937046023703632,0.8937046008766907,0.9087951939473761,0.9087951931745765,113721.4415280819
65,0.0005,100,5,0.8921842208678938,0.8921842186940669,0.8974130463568454,0.8974130430873087,115498.4759349823
66,0.0005,100,5,0.8902880790063262,0.8902880783995217,0.9074906415920309,0.9074906358653878,117276.36911320686
67,0.0005,100,5,0.8917961347634795,0.8917961321539981,0.9021016576703875,0.9021016552727273,119051.89989638329
68,0.0005,100,5,0.8925445569736932,0.8925445556845116,0.8913217297299428,0.8913217273520979,120827.05451536179
69,0.0005,100,5,0.8899370300425727,0.8899370282799504,0.9077727819416435,0.9077727806536441,122600.18464207649
70,0.0005,100,5,1.0247570659636314,1.0247570660169767,1.1035897042007838,1.1035897051321064,124369.69675564766
71,0.0005,100,5,1.0741209142834731,1.07412091662845,1.0565340956078564,1.056534096380656,126143.17355418205
72,0.0005,100,5,1.0469073298874008,1.0469073313210595,1.0405131718936436,1.0405131685844762,127914.37885713577
73,0.0005,100,5,1.050715602458697,1.0507156021586288,1.0362696318312528,1.036269633634452,129690.0718793869
74,0.0005,100,5,1.0559212560909923,1.0559212577669284,1.0778006172362478,1.077800616780494,131468.9393143654
75,0.0005,100,5,1.0476120698081246,1.0476120709617198,1.0363536519890135,1.0363536528807054,133242.13165974617
76,0.0005,100,5,1.034107582750319,1.0341075846196324,1.0289398308922635,1.0289398348949692,135013.93999958038
77,0.0005,100,5,1.0334542873326626,1.033454287663849,1.066254247832013,1.0662542493379814,136784.45533061028
78,0.0005,100,5,1.024798228234266,1.0247982281142387,1.0153023397668879,1.0153023418475022,138556.9745671749
79,0.0005,100,5,1.018204258450336,1.0182042591838358,1.0303865377493995,1.0303865388590605,140330.2413892746
80,0.0005,100,5,1.016131053167464,1.0161310546322413,1.006789609135941,1.0067896089972335,142099.0058746338
81,0.0005,100,5,1.0104605086739031,1.0104605085761031,0.9971891591682079,0.9971891572857474,143875.37966895103
82,0.0005,100,5,1.0114326707458652,1.0114326720128195,0.9921336277645636,0.9921336304792698,145650.157695055
83,0.0005,100,5,1.0045833067572842,1.0045833086199294,1.030290361077703,1.0302903632772096,147420.57213783264
84,0.0005,100,5,1.01921517074526,1.0192151713542872,1.035096176602739,1.0350961762064315,149192.78607845306
85,0.0005,100,5,1.0025838984638844,1.0025838981838209,1.0064954616406814,1.0064954593024673,150961.2930355072
86,0.0005,100,5,1.0025867460148858,1.002586747266281,1.0119450561543728,1.0119450595229864,152735.71541118622
87,0.0005,100,5,1.0563834542897586,1.0563834568770127,1.0330381857706827,1.0330381852356678,154505.85826849937
